ID Race,Race,ID Year,Year,ID Workforce Status,Workforce Status,ID Detailed Occupation,Detailed Occupation,Average Wage,Average Wage Appx MOE,Total Population,Total Population MOE Appx,Record Count,Geography,ID Geography
6,"Asian",2016,"2016","true","true","533030","Driver/sales workers & truck drivers",31223.982887700535,10072.879133079772,2805,1300.1434623828568,28,"Texas","04000US48"
6,"Asian",2016,"2016","true","true","119XXX","Miscellaneous managers",94420.2442732719,12572.8018876835,19863,3457.350987489646,180,"Texas","04000US48"
3,"American Indian",2016,"2016","true","true","252020","Elementary & middle school teachers",41236.68976377953,11548.6009261137,1270,874.8911449446355,18,"Texas","04000US48"
3,"American Indian",2016,"2016","true","true","119XXX","Miscellaneous managers",72252.9477124183,56044.969782978624,612,607.3507612485329,13,"Texas","04000US48"
3,"American Indian",2016,"2016","true","true","533030","Driver/sales workers & truck drivers",54280.00464037123,32118.39424507712,862,720.7971379011913,7,"Texas","04000US48"
3,"American Indian",2016,"2016","true","true","412010","Cashiers",9162.074074074075,6134.706330034485,621,611.8000512605577,6,"Texas","04000US48"
3,"American Indian",2016,"2016","true","true","412031","Retail salespersons",27983.928659286594,15157.244678654923,813,700.01212943534,12,"Texas","04000US48"
1,"White",2016,"2016","true","true","412031","Retail salespersons",31047.797265321606,2164.969192273759,221452,11448.223349159327,1969,"Texas","04000US48"
8,"Other",2016,"2016","true","true","412031","Retail salespersons",20321.123657076932,4299.692846774394,13869,2889.6844586322604,126,"Texas","04000US48"
8,"Other",2016,"2016","true","true","412010","Cashiers",15014.520488924272,4657.754664676024,21353,3584.4616927097513,175,"Texas","04000US48"
8,"Other",2016,"2016","true","true","533030","Driver/sales workers & truck drivers",42058.40597331592,5165.8835408974255,24509,3839.7330249168035,188,"Texas","04000US48"
8,"Other",2016,"2016","true","true","119XXX","Miscellaneous managers",60205.3256381798,8320.340872129942,9010,2329.5754484723166,78,"Texas","04000US48"
6,"Asian",2016,"2016","true","true","252020","Elementary & middle school teachers",40014.20708736831,9048.3038305002,9397,2379.0419905127833,88,"Texas","04000US48"
2,"Black",2016,"2016","true","true","252020","Elementary & middle school teachers",40337.579161059286,2261.312844058915,43841,5131.372236373291,324,"Texas","04000US48"
2,"Black",2016,"2016","true","true","119XXX","Miscellaneous managers",76903.96363103094,9120.988706345399,27276,4050.2258052048273,205,"Texas","04000US48"
5,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",2016,"2016","true","true","252020","Elementary & middle school teachers",28276.231981981982,24680.37129807455,444,517.3188976781863,6,"Texas","04000US48"
5,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",2016,"2016","true","true","412031","Retail salespersons",14902.33422459893,10163.646727420202,748,671.4477889507953,7,"Texas","04000US48"
5,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",2016,"2016","true","true","412010","Cashiers",9561.513918629551,6279.572391476164,467,530.5482537891662,5,"Texas","04000US48"
8,"Other",2015,"2015","true","true","412031","Retail salespersons",22520.338801073667,4690.754515544848,13412,2841.703910082452,113,"Texas","04000US48"
8,"Other",2015,"2015","true","true","412010","Cashiers",13437.040244022435,2335.4375844440538,20326,3497.2992113774767,169,"Texas","04000US48"
6,"Asian",2015,"2015","true","true","252020","Elementary & middle school teachers",32094.959858433453,4863.72038072671,10737,2542.8571177822314,91,"Texas","04000US48"
6,"Asian",2015,"2015","true","true","119XXX","Miscellaneous managers",107493.82379917934,16550.962922638686,16572,3158.364803647332,161,"Texas","04000US48"
6,"Asian",2015,"2015","true","true","533030","Driver/sales workers & truck drivers",30110.621129326046,7258.644921925712,4392,1626.7712022273768,29,"Texas","04000US48"
6,"Asian",2015,"2015","true","true","412010","Cashiers",14787.718730268067,2961.253127639454,17421,3238.142766942897,147,"Texas","04000US48"
6,"Asian",2015,"2015","true","true","412031","Retail salespersons",22441.986768875355,4825.077867936507,9523,2394.910834178049,86,"Texas","04000US48"
3,"American Indian",2015,"2015","true","true","412031","Retail salespersons",17934.91846298032,11507.028249462734,1067,801.9322324622915,12,"Texas","04000US48"
3,"American Indian",2015,"2015","true","true","412010","Cashiers",26840.12227805695,11957.459318677393,1194,848.3114447045111,10,"Texas","04000US48"
3,"American Indian",2015,"2015","true","true","533030","Driver/sales workers & truck drivers",35437.92903692976,8179.403419914298,1381,912.3187899579675,12,"Texas","04000US48"
3,"American Indian",2015,"2015","true","true","119XXX","Miscellaneous managers",62011.18489065606,40393.014246935934,1006,778.6737845439527,13,"Texas","04000US48"
3,"American Indian",2015,"2015","true","true","252020","Elementary & middle school teachers",35602.84210526316,15487.343486130178,893,733.6422541874825,9,"Texas","04000US48"
8,"Other",2015,"2015","true","true","252020","Elementary & middle school teachers",41078.66846119336,4844.420581571116,6687,2007.1020055446302,56,"Texas","04000US48"
8,"Other",2015,"2015","true","true","119XXX","Miscellaneous managers",65239.40003092624,12366.947113273534,6467,1973.827497624148,66,"Texas","04000US48"
8,"Other",2015,"2015","true","true","533030","Driver/sales workers & truck drivers",39403.99027877055,3802.3803912733333,20985,3553.443191675941,180,"Texas","04000US48"
5,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",2015,"2015","true","true","412031","Retail salespersons",22375.772151898735,7784.223271283435,869,723.717258681313,5,"Texas","04000US48"
5,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",2015,"2015","true","true","533030","Driver/sales workers & truck drivers",25494.515995872032,14922.879524942457,969,764.2212702234284,8,"Texas","04000US48"
2,"Black",2015,"2015","true","true","412031","Retail salespersons",22717.68674698795,2865.693488171085,34113,4528.108941586457,228,"Texas","04000US48"
2,"Black",2015,"2015","true","true","412010","Cashiers",11138.502549703739,1122.3942534081343,48437,5392.443078109577,332,"Texas","04000US48"
2,"Black",2015,"2015","true","true","533030","Driver/sales workers & truck drivers",39137.69014459033,2540.192969017164,60170,6007.223476940941,398,"Texas","04000US48"
2,"Black",2015,"2015","true","true","119XXX","Miscellaneous managers",67594.86670343814,7477.655193458724,21756,3618.0156899709395,162,"Texas","04000US48"
2,"Black",2015,"2015","true","true","252020","Elementary & middle school teachers",39594.19191863962,2485.3552478545384,36578,4688.373189972003,283,"Texas","04000US48"
9,"Two or More Races",2015,"2015","true","true","252020","Elementary & middle school teachers",43019.24768344603,8611.394994871373,3993,1551.1442382274838,48,"Texas","04000US48"
9,"Two or More Races",2015,"2015","true","true","119XXX","Miscellaneous managers",91123.59580342352,29331.07193384338,5433,1809.2406096230102,58,"Texas","04000US48"
9,"Two or More Races",2015,"2015","true","true","533030","Driver/sales workers & truck drivers",39069.529240374606,9211.705461835238,4805,1701.5101087657513,49,"Texas","04000US48"
9,"Two or More Races",2015,"2015","true","true","412010","Cashiers",10542.873754542257,3908.020343780787,8531,2266.8374680254665,71,"Texas","04000US48"
9,"Two or More Races",2015,"2015","true","true","412031","Retail salespersons",16530.42735042735,9694.57543740146,5616,1839.4446025681423,60,"Texas","04000US48"
1,"White",2015,"2015","true","true","412031","Retail salespersons",29286.86367075939,2024.4399128286184,245802,12046.911814056202,2137,"Texas","04000US48"
1,"White",2015,"2015","true","true","412010","Cashiers",13699.588725841973,896.1873924535751,202055,10942.689498978965,1721,"Texas","04000US48"
1,"White",2015,"2015","true","true","533030","Driver/sales workers & truck drivers",42909.676104726925,1791.417908199382,219466,11395.998305567973,1949,"Texas","04000US48"
1,"White",2015,"2015","true","true","119XXX","Miscellaneous managers",104622.0309379681,4693.702008215501,275713,12742.617998257621,2784,"Texas","04000US48"
1,"White",2015,"2015","true","true","252020","Elementary & middle school teachers",42832.78239805946,975.2353010824236,297649,13227.440437897592,3271,"Texas","04000US48"
6,"Asian",2014,"2014","true","true","252020","Elementary & middle school teachers",46250.02224645583,9564.293097409749,9170,2350.1183554053746,77,"Texas","04000US48"
3,"American Indian",2014,"2014","true","true","252020","Elementary & middle school teachers",43712.936,19118.82900709266,375,475.4265769500584,6,"Texas","04000US48"
6,"Asian",2014,"2014","true","true","119XXX","Miscellaneous managers",117216.76131417327,17454.6164475465,16771,3177.1943982396224,148,"Texas","04000US48"
6,"Asian",2014,"2014","true","true","533030","Driver/sales workers & truck drivers",28614.537974683546,10967.885606517997,1896,1068.9535903573164,16,"Texas","04000US48"
3,"American Indian",2014,"2014","true","true","412031","Retail salespersons",22698.45819014891,16611.203965854795,873,725.3802573616327,13,"Texas","04000US48"
3,"American Indian",2014,"2014","true","true","412010","Cashiers",11068.343968095713,4980.8025180989935,1003,777.5112308730095,12,"Texas","04000US48"
3,"American Indian",2014,"2014","true","true","533030","Driver/sales workers & truck drivers",33907.342028985506,17901.129630174975,690,644.8913327057627,8,"Texas","04000US48"
2,"Black",2014,"2014","true","true","412031","Retail salespersons",21582.08558951965,3594.5126278697467,30915,4311.086803413337,214,"Texas","04000US48"
2,"Black",2014,"2014","true","true","412010","Cashiers",12592.435315757204,1522.7492979839417,52192,5596.404972876731,358,"Texas","04000US48"
2,"Black",2014,"2014","true","true","533030","Driver/sales workers & truck drivers",41649.93990475789,4142.945905521657,47458,5337.646676252731,373,"Texas","04000US48"
2,"Black",2014,"2014","true","true","119XXX","Miscellaneous managers",73493.21377992093,9715.557326190356,23019,3721.2749898484976,171,"Texas","04000US48"
9,"Two or More Races",2014,"2014","true","true","252020","Elementary & middle school teachers",38363.33669790916,6413.994838973776,5548,1828.2700053973092,60,"Texas","04000US48"
9,"Two or More Races",2014,"2014","true","true","119XXX","Miscellaneous managers",73838.7269681742,21928.401481461387,4776,1696.3620721794732,55,"Texas","04000US48"
9,"Two or More Races",2014,"2014","true","true","533030","Driver/sales workers & truck drivers",45880.528042731785,18471.788481989868,5242,1777.1589757125507,57,"Texas","04000US48"
9,"Two or More Races",2014,"2014","true","true","412010","Cashiers",12231.048269137007,3780.698676370602,6153,1925.3264129661975,59,"Texas","04000US48"
9,"Two or More Races",2014,"2014","true","true","412031","Retail salespersons",21734.40188014101,5404.221285871849,8510,2264.0294123844337,63,"Texas","04000US48"
3,"American Indian",2014,"2014","true","true","119XXX","Miscellaneous managers",60846.737704918036,46655.555896496415,732,664.2273565743549,13,"Texas","04000US48"
8,"Other",2014,"2014","true","true","252020","Elementary & middle school teachers",40075.58763598688,6156.954582984943,5791,1867.8603077415116,67,"Texas","04000US48"
8,"Other",2014,"2014","true","true","119XXX","Miscellaneous managers",57375.75090353072,9735.179226515016,7194,2081.7417909804094,65,"Texas","04000US48"
8,"Other",2014,"2014","true","true","533030","Driver/sales workers & truck drivers",40747.86261004425,6529.270039128544,21923,3631.7742256877837,181,"Texas","04000US48"
8,"Other",2014,"2014","true","true","412010","Cashiers",12716.470376373132,2374.1170084412256,22212,3655.588704156012,164,"Texas","04000US48"
2,"Black",2014,"2014","true","true","252020","Elementary & middle school teachers",41904.75052285629,2341.0821978751824,40164,4911.89432389221,324,"Texas","04000US48"
8,"Other",2014,"2014","true","true","412031","Retail salespersons",21929.177475728156,4778.316926427908,15450,3049.6712099580136,127,"Texas","04000US48"
6,"Asian",2014,"2014","true","true","412010","Cashiers",15513.432101713126,2885.8196952795847,16753,3175.491366947432,132,"Texas","04000US48"
5,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",2014,"2014","true","true","412031","Retail salespersons",23164.238165680472,8743.9362404304,338,451.363936440661,5,"Texas","04000US48"
6,"Asian",2014,"2014","true","true","412031","Retail salespersons",24822.900647732935,10687.352921456242,10035,2458.372795414056,98,"Texas","04000US48"
1,"White",2014,"2014","true","true","119XXX","Miscellaneous managers",98705.08502839299,4116.113324374473,252351,12199.960050567124,2636,"Texas","04000US48"
1,"White",2014,"2014","true","true","412031","Retail salespersons",27736.64921696161,2043.571554131186,209249,11130.14638089065,1846,"Texas","04000US48"
1,"White",2014,"2014","true","true","412010","Cashiers",12727.121023688866,721.2839654189419,208579,11112.636002545552,1735,"Texas","04000US48"
1,"White",2014,"2014","true","true","533030","Driver/sales workers & truck drivers",40703.15398356556,1590.0566269496717,223920,11506.391312287398,2005,"Texas","04000US48"
1,"White",2014,"2014","true","true","252020","Elementary & middle school teachers",42776.78718954072,856.1584202265403,297382,13217.833631081121,3313,"Texas","04000US48"
